payment_id,loan_id,payment_date,amount,principal_paid,interest_paid
6063,410,2025-06-15,6847.31,4139.61,2707.7
6064,410,2025-07-13,6019.56,4263.25,1756.31
6065,411,2025-03-16,129.61,68.02,61.59
6066,411,2025-04-18,102.32,76.7,25.62
6067,411,2025-05-10,148.44,82.24,66.2
6068,411,2025-06-21,135.61,99.71,35.9
6069,411,2025-07-21,123.64,73.69,49.95
6070,412,2025-06-15,30825.97,19179.79,11646.18
6071,412,2025-07-08,39453.95,25644.74,13809.21
6072,413,2018-05-16,6725.22,3505.45,3219.77
6073,413,2018-06-13,7562.39,4896.51,2665.88
6074,413,2018-07-07,8685.78,6068.87,2616.91
6075,413,2018-08-15,7214.55,3707.01,3507.54
6076,413,2018-09-20,8982.63,5837.93,3144.7
6077,413,2018-10-09,6413.53,3805.39,2608.14
6078,413,2018-11-05,7895.72,5919.92,1975.8
6079,413,2018-12-05,8917.67,7275.92,1641.75
6080,413,2019-01-04,8700.74,7425.56,1275.18
6081,413,2019-02-03,7350.22,4577.92,2772.3
6082,413,2019-03-09,8825.67,7369.19,1456.48
6083,413,2019-04-17,6214.59,3904.82,2309.77
6084,413,2019-05-04,6163.12,4789.93,1373.19
6085,413,2019-05-29,8823.45,5717.64,3105.81
6086,413,2019-07-08,7564.94,4621.95,2942.99
6087,413,2019-08-10,6663.76,4859.12,1804.64
6088,413,2019-08-28,6465.05,3556.29,2908.76
6089,413,2019-10-16,8801.53,5679.09,3122.44
6090,413,2019-11-11,7320.58,4426.23,2894.35
6091,413,2019-12-04,7259.81,6218.16,1041.65
6092,413,2019-12-29,7720.36,4025.93,3694.43
6093,413,2020-02-12,8926.96,4569.45,4357.51
6094,413,2020-02-29,7972.88,4138.66,3834.22
6095,413,2020-04-05,8411.82,6606.06,1805.76
6096,413,2020-04-27,8769.22,6331.53,2437.69
6097,413,2020-06-05,7757.69,5524.32,2233.37
6098,413,2020-07-06,6908.41,5050.75,1857.66
6099,413,2020-07-22,8150.48,5536.17,2614.31
6100,413,2020-08-31,7441.8,5926.15,1515.65
6101,413,2020-09-26,7577.93,6752.48,825.45
6102,413,2020-10-22,6895.33,5171.64,1723.69
6103,413,2020-11-19,7903.63,4827.77,3075.86
6104,413,2020-12-23,8384.29,5677.91,2706.38
6105,413,2021-02-05,6428.66,3858.58,2570.08
6106,413,2021-02-20,6971.96,6055.69,916.27
6107,413,2021-04-08,8393.69,6460.65,1933.04
6108,413,2021-05-04,7984.28,6879.5,1104.78
6109,413,2021-05-30,6687.18,4886.21,1800.97
6110,413,2021-06-22,8027.47,6086.55,1940.92
6111,413,2021-07-22,8817.46,4780.9,4036.56
6112,413,2021-08-26,8372.71,6999.06,1373.65
6113,413,2021-09-30,8878.73,5262.24,3616.49
6114,413,2021-10-22,6616.51,5862.17,754.34
6115,413,2021-11-14,8040.57,4821.09,3219.48
6116,413,2021-12-29,6390.64,4271.47,2119.17
6117,413,2022-01-16,6970.75,5012.94,1957.81
6118,413,2022-02-20,6395.2,5673.78,721.42
6119,413,2022-03-18,6805.34,4366.76,2438.58
6120,413,2022-04-23,8042.16,6602.11,1440.05
6121,413,2022-05-30,7287.99,5683.88,1604.11
6122,413,2022-07-02,7158.83,4357.37,2801.46
6123,413,2022-07-23,8757.15,5084.11,3673.04
6124,413,2022-08-21,8032.15,5833.77,2198.38
6125,413,2022-09-28,8663.7,7568.05,1095.65
6126,413,2022-10-14,6549.55,5692.46,857.09
6127,413,2022-11-26,6159.84,5529.3,630.54
6128,413,2022-12-26,7571.89,6126.21,1445.68
6129,413,2023-01-15,7626.9,6096.45,1530.45
6130,413,2023-02-24,7094.82,6343.09,751.73
6131,413,2023-03-20,8442.12,6479.08,1963.04
6132,413,2023-04-11,8833.07,6280.07,2553.0
6133,413,2023-05-21,7289.21,5180.95,2108.26
6134,413,2023-06-17,7897.6,6547.59,1350.01
6135,413,2023-07-09,7007.46,4806.05,2201.41
6136,413,2023-08-20,7488.51,4719.51,2769.0
6137,413,2023-09-24,6874.06,6054.65,819.41
6138,413,2023-10-07,8401.46,7233.76,1167.7
6139,413,2023-11-19,6356.88,5081.01,1275.87
6140,413,2023-12-19,8820.81,5021.7,3799.11
6141,413,2024-01-22,7426.37,5012.14,2414.23
6142,413,2024-02-02,7063.59,3998.28,3065.31
6143,413,2024-03-20,8271.92,5272.25,2999.67
6144,414,2018-11-22,11003.64,6766.64,4237.0
6145,414,2018-12-23,8901.48,6794.85,2106.63
6146,414,2019-01-12,8718.22,5619.86,3098.36
6147,414,2019-02-14,7986.92,4624.63,3362.29
6148,414,2019-03-24,9536.78,7232.93,2303.85
6149,414,2019-04-10,9305.58,4697.97,4607.61
6150,414,2019-05-05,8302.12,7205.11,1097.01
6151,414,2019-06-04,11303.65,6496.8,4806.85
6152,414,2019-07-11,9863.87,8385.62,1478.25
6153,414,2019-08-08,7854.72,4321.55,3533.17
6154,414,2019-09-12,10844.21,6142.65,4701.56
6155,414,2019-09-30,9170.78,6054.75,3116.03
6156,414,2019-11-04,7709.13,4289.44,3419.69
6157,414,2019-12-14,8595.41,6845.17,1750.24
6158,414,2020-01-05,9759.58,6862.7,2896.88
6159,414,2020-02-17,11145.51,9419.52,1725.99
6160,414,2020-03-15,7832.57,6110.08,1722.49
6161,414,2020-04-04,8335.99,7435.36,900.63
6162,414,2020-05-16,10422.74,6345.82,4076.92
6163,414,2020-06-05,10048.99,9023.57,1025.42
6164,414,2020-06-27,9562.16,7291.27,2270.89
6165,414,2020-07-31,7742.98,6190.82,1552.16
6166,414,2020-09-09,7695.21,6921.85,773.36
6167,414,2020-10-05,8117.9,7260.79,857.11
6168,414,2020-11-08,7914.16,5084.21,2829.95
6169,414,2020-11-27,8026.05,4787.94,3238.11
6170,414,2020-12-25,10989.16,6272.42,4716.74
6171,414,2021-02-04,10124.39,5413.49,4710.9
6172,414,2021-03-02,8589.41,7430.23,1159.18
6173,414,2021-04-12,10031.56,7195.79,2835.77
6174,414,2021-05-08,8992.84,5207.98,3784.86
6175,414,2021-06-09,8363.72,5287.53,3076.19
6176,414,2021-07-03,8498.27,5222.26,3276.01
6177,414,2021-08-02,8301.76,4813.05,3488.71
6178,414,2021-08-24,10402.15,5220.13,5182.02
6179,414,2021-09-30,10801.66,7523.08,3278.58
6180,414,2021-10-20,8070.83,6457.19,1613.64
6181,414,2021-11-19,10314.62,7678.41,2636.21
6182,414,2022-01-05,10233.95,6972.15,3261.8
6183,414,2022-01-18,8821.74,7035.96,1785.78
6184,414,2022-03-04,9389.3,7249.61,2139.69
6185,414,2022-03-24,11024.13,9713.51,1310.62
6186,414,2022-04-24,7722.55,4936.51,2786.04
6187,414,2022-05-23,10644.19,7286.06,3358.13
6188,414,2022-06-27,8759.42,6196.45,2562.97
6189,414,2022-07-20,7807.53,4140.72,3666.81
6190,414,2022-09-01,10274.0,7683.48,2590.52
6191,414,2022-09-28,10096.93,8695.91,1401.02
6192,415,2022-09-25,3696.43,2426.88,1269.55
6193,415,2022-10-29,4721.24,2899.39,1821.85
6194,415,2022-11-28,3515.82,1797.79,1718.03
6195,415,2023-01-11,4362.99,2185.59,2177.4
6196,415,2023-01-25,4204.85,3048.92,1155.93
6197,415,2023-03-06,4517.47,3778.92,738.55
6198,415,2023-04-11,3336.26,2619.89,716.37
6199,415,2023-05-08,3969.68,3265.99,703.69
6200,415,2023-06-05,4385.37,2475.64,1909.73
6201,415,2023-07-04,3440.84,2874.87,565.97
6202,415,2023-07-23,4133.78,3373.1,760.68
6203,415,2023-09-01,4480.56,2944.98,1535.58
6204,415,2023-10-06,3799.55,2638.79,1160.76
6205,415,2023-11-03,4284.48,2676.58,1607.9
6206,415,2023-11-29,4038.74,2276.66,1762.08
6207,415,2023-12-21,3831.16,3193.57,637.59
6208,415,2024-01-22,3681.29,3125.54,555.75
6209,416,2025-06-10,1090.86,975.13,115.73
6210,416,2025-07-08,1044.1,766.07,278.03
6211,417,2025-07-22,15884.63,11313.0,4571.63
6212,418,2024-09-02,18967.44,9862.04,9105.4
6213,418,2024-09-27,17075.18,14261.46,2813.72
6214,418,2024-11-14,20557.7,14938.51,5619.19
6215,418,2024-11-30,16753.52,13348.73,3404.79
6216,418,2025-01-07,18875.35,11073.05,7802.3
6217,418,2025-01-28,14946.42,12670.0,2276.42
6218,418,2025-02-25,20365.97,17685.54,2680.43
6219,418,2025-03-30,17855.93,12965.53,4890.4
6220,418,2025-05-12,21436.12,10863.69,10572.43
6221,418,2025-06-07,19917.69,10060.75,9856.94
6222,418,2025-06-28,21896.1,19622.06,2274.04
6223,419,2025-04-27,3180.56,2554.93,625.63
6224,419,2025-06-03,4145.87,3635.1,510.77
6225,420,2025-04-01,7458.41,6633.63,824.78
6226,420,2025-04-22,6568.81,5595.28,973.53
6227,420,2025-05-28,8098.32,4868.5,3229.82
6228,420,2025-06-27,8551.66,6384.2,2167.46
6229,420,2025-07-24,7700.79,4549.69,3151.1
6230,421,2024-01-20,2050.68,1489.87,560.81
6231,421,2024-02-17,2021.32,1753.13,268.19
6232,421,2024-03-02,2278.11,1382.25,895.86
6233,421,2024-04-08,1867.25,1640.05,227.2
6234,421,2024-05-02,2147.83,1478.33,669.5
6235,421,2024-06-14,2635.26,1923.57,711.69
6236,421,2024-07-12,2333.41,2025.98,307.43
6237,421,2024-08-07,2760.7,1595.27,1165.43
6238,421,2024-09-14,2286.56,1665.68,620.88
6239,421,2024-10-04,2575.66,1874.05,701.61
6240,421,2024-10-30,2045.35,1732.14,313.21
6241,421,2024-12-01,2205.0,1344.31,860.69
6242,421,2025-01-11,1943.27,1639.83,303.44
6243,421,2025-02-09,2374.57,1424.35,950.22
6244,421,2025-03-08,2160.71,1280.45,880.26
6245,421,2025-04-12,2402.39,1807.07,595.32
6246,422,2024-10-04,2703.59,2085.67,617.92
6247,422,2024-11-07,3144.64,1785.06,1359.58
6248,422,2024-11-25,3118.65,2197.3,921.35
6249,422,2025-01-08,2560.11,1463.16,1096.95
6250,422,2025-02-09,3409.57,2778.94,630.63
6251,422,2025-02-19,2470.89,1753.86,717.03
6252,422,2025-04-10,2411.51,1862.71,548.8
6253,422,2025-04-30,2896.02,2480.31,415.71
6254,422,2025-05-30,2646.38,2063.73,582.65
6255,422,2025-07-01,2892.26,1791.18,1101.08
6256,424,2020-06-09,3123.5,1850.89,1272.61
6257,424,2020-07-12,4171.77,2120.98,2050.79
6258,424,2020-07-25,3407.18,2000.64,1406.54
6259,424,2020-08-27,3971.55,2804.11,1167.44
6260,424,2020-10-05,4076.6,2115.52,1961.08
6261,424,2020-11-04,3688.74,2911.33,777.41
6262,424,2020-11-23,3587.61,2714.16,873.45
6263,424,2020-12-28,4276.16,3019.05,1257.11
6264,424,2021-01-27,3420.43,1732.74,1687.69
6265,424,2021-03-10,3929.85,3030.22,899.63
6266,424,2021-03-27,3454.2,2045.89,1408.31
6267,424,2021-05-03,3896.49,2712.27,1184.22
6268,425,2021-04-12,6152.0,5036.11,1115.89
6269,425,2021-05-12,6849.89,3831.43,3018.46
6270,425,2021-05-27,6193.62,3783.55,2410.07
6271,425,2021-07-03,6883.17,5572.62,1310.55
6272,425,2021-08-01,7227.99,4568.15,2659.84
6273,425,2021-08-28,7443.75,5535.05,1908.7
6274,425,2021-09-24,5200.9,3447.03,1753.87
6275,425,2021-11-09,5357.63,2958.36,2399.27
6276,425,2021-11-25,6799.95,3598.8,3201.15
6277,425,2021-12-29,7543.1,4127.18,3415.92
6278,425,2022-02-09,7139.53,4806.93,2332.6
6279,425,2022-03-09,5669.24,4375.43,1293.81
6280,425,2022-03-23,6389.09,5082.69,1306.4
6281,425,2022-04-30,5377.06,4340.56,1036.5
6282,425,2022-06-04,6227.22,3523.47,2703.75
6283,425,2022-06-26,5560.37,2808.96,2751.41
6284,425,2022-07-21,5569.0,4781.87,787.13
6285,426,2022-08-13,4636.6,2835.06,1801.54
6286,426,2022-09-05,4994.09,2946.85,2047.24
6287,426,2022-09-29,4478.31,3419.66,1058.65
6288,426,2022-11-01,4928.25,3087.03,1841.22
6289,426,2022-12-08,4977.04,2854.05,2122.99
6290,426,2022-12-23,5190.42,3800.15,1390.27
6291,426,2023-02-08,5093.9,4225.77,868.13
6292,426,2023-03-03,3832.6,3360.86,471.74
6293,426,2023-04-09,4110.77,3623.83,486.94
6294,426,2023-04-26,4937.53,3348.36,1589.17
6295,426,2023-05-31,4284.32,2605.3,1679.02
6296,427,2025-06-18,20652.88,10365.77,10287.11
6297,428,2022-12-27,5715.49,4534.34,1181.15
6298,428,2023-01-25,5945.5,3215.79,2729.71
6299,428,2023-03-09,6401.1,4723.71,1677.39
6300,428,2023-04-03,6359.16,4615.99,1743.17
6301,428,2023-04-22,7271.08,3840.22,3430.86
6302,428,2023-05-24,6193.88,3913.98,2279.9
6303,428,2023-07-07,6196.48,4257.77,1938.71
6304,428,2023-07-19,5753.2,3151.1,2602.1
6305,428,2023-08-18,6597.51,4393.38,2204.13
6306,428,2023-10-04,5561.93,4310.98,1250.95
6307,428,2023-10-24,5346.23,2691.54,2654.69
6308,428,2023-12-01,5031.32,4374.69,656.63
6309,428,2023-12-25,5927.42,5167.43,759.99
6310,428,2024-01-27,6467.37,3905.93,2561.44
6311,428,2024-03-03,4993.63,3667.35,1326.28
6312,428,2024-03-20,6483.18,3446.53,3036.65
6313,428,2024-04-14,6420.33,4244.0,2176.33
6314,428,2024-05-26,5561.93,3139.85,2422.08
6315,428,2024-06-14,6245.31,4953.3,1292.01
6316,428,2024-07-20,5586.48,3116.53,2469.95
6317,428,2024-08-13,5337.91,4069.95,1267.96
6318,428,2024-09-22,7017.02,6249.59,767.43
6319,428,2024-10-21,6227.53,4446.77,1780.76
6320,428,2024-11-11,5517.24,3322.39,2194.85
6321,428,2024-12-15,6277.32,5455.95,821.37
6322,428,2025-01-12,7173.05,4446.54,2726.51
6323,428,2025-02-12,6656.07,4432.23,2223.84
6324,428,2025-03-19,5407.4,4667.32,740.08
6325,428,2025-04-13,6119.54,4206.44,1913.1
6326,428,2025-05-27,7126.43,4724.88,2401.55
6327,428,2025-06-09,6537.56,4806.21,1731.35
6328,428,2025-07-12,6752.03,4195.17,2556.86
6329,429,2023-05-24,2561.33,2038.36,522.97
6330,429,2023-06-07,3106.88,2500.58,606.3
6331,429,2023-07-18,2494.11,1476.62,1017.49
6332,429,2023-08-20,2951.37,2329.23,622.14
6333,429,2023-09-08,2747.3,1786.4,960.9
6334,429,2023-10-22,2854.69,1956.51,898.18
6335,429,2023-11-04,3329.21,1750.87,1578.34
6336,429,2023-12-09,3333.34,2249.45,1083.89
6337,429,2024-01-03,3257.78,2815.19,442.59
6338,429,2024-02-06,2940.92,2402.32,538.6
6339,429,2024-03-20,2712.52,1373.7,1338.82
6340,429,2024-04-09,2978.37,2502.33,476.04
6341,429,2024-05-05,2451.87,1465.14,986.73
6342,429,2024-06-08,2810.62,1647.35,1163.27
6343,429,2024-07-12,2879.84,1784.66,1095.18
6344,429,2024-08-02,3315.45,2832.44,483.01
6345,429,2024-09-08,2333.71,1583.4,750.31
6346,429,2024-10-10,3216.11,2761.8,454.31
6347,429,2024-11-02,3101.52,2366.87,734.65
6348,429,2024-11-30,2465.27,1725.49,739.78
6349,429,2025-01-02,2627.76,1800.4,827.36
6350,429,2025-01-27,3248.23,1745.26,1502.97
6351,429,2025-03-13,3282.5,2415.72,866.78
6352,429,2025-04-02,2336.43,1533.47,802.96
6353,429,2025-04-26,3409.03,2165.25,1243.78
6354,429,2025-06-07,2593.16,2187.04,406.12
6355,429,2025-07-12,2465.78,1368.96,1096.82
6356,430,2016-07-31,9607.12,6647.54,2959.58
6357,430,2016-08-27,9635.78,6395.27,3240.51
6358,430,2016-10-04,7779.9,4183.05,3596.85
6359,430,2016-10-26,11591.0,10234.47,1356.53
6360,430,2016-12-04,10561.56,8849.87,1711.69
6361,430,2017-01-04,10562.28,6281.8,4280.48
6362,430,2017-02-03,10248.67,7546.32,2702.35
6363,430,2017-02-26,9513.78,6156.5,3357.28
6364,430,2017-04-04,9545.54,7641.52,1904.02
6365,430,2017-05-01,8183.25,7087.0,1096.25
6366,430,2017-05-24,9710.02,6767.13,2942.89
6367,430,2017-06-28,8142.3,6679.04,1463.26
6368,430,2017-08-08,9465.36,4804.01,4661.35
6369,430,2017-09-06,9279.71,4670.5,4609.21
6370,430,2017-09-18,8724.92,4646.33,4078.59
6371,430,2017-11-02,8397.52,4787.28,3610.24
6372,430,2017-11-30,8421.07,5991.26,2429.81
6373,430,2017-12-16,10064.28,6470.11,3594.17
6374,430,2018-01-25,7944.72,5683.11,2261.61
6375,430,2018-03-04,10784.77,8137.92,2646.85
6376,430,2018-04-04,10272.58,7610.61,2661.97
6377,430,2018-04-17,9984.47,6804.81,3179.66
6378,430,2018-05-18,8699.62,7152.87,1546.75
6379,430,2018-06-19,8373.34,6568.46,1804.88
6380,430,2018-08-01,10514.87,7618.28,2896.59
6381,430,2018-08-28,9429.97,5845.38,3584.59
6382,430,2018-09-29,11513.56,6594.58,4918.98
6383,430,2018-10-28,7775.92,6198.66,1577.26
6384,430,2018-11-19,11541.56,8188.92,3352.64
6385,430,2018-12-31,8934.35,5869.71,3064.64
6386,430,2019-01-25,8089.64,5390.04,2699.6
6387,430,2019-02-20,10603.9,6121.45,4482.45
6388,430,2019-03-11,11064.39,7509.89,3554.5
6389,430,2019-04-15,7999.65,6018.85,1980.8
6390,430,2019-05-28,8661.81,7252.48,1409.33
6391,430,2019-06-11,8784.0,5405.69,3378.31
6392,431,2020-07-02,6820.8,4859.04,1961.76
6393,431,2020-07-26,7478.9,5260.14,2218.76
6394,431,2020-08-21,5678.68,4487.34,1191.34
6395,431,2020-09-16,7378.61,3774.34,3604.27
6396,431,2020-11-03,6651.7,5119.5,1532.2
6397,431,2020-11-25,6112.77,3778.36,2334.41
6398,431,2020-12-28,7445.4,6260.93,1184.47
6399,431,2021-01-17,5794.53,4441.92,1352.61
6400,431,2021-02-28,7504.94,3826.55,3678.39
6401,431,2021-03-30,6486.94,4160.64,2326.3
6402,431,2021-04-17,5641.48,3581.89,2059.59
6403,431,2021-05-26,6579.48,5878.36,701.12
6404,431,2021-06-30,5564.0,4166.79,1397.21
6405,431,2021-07-27,6847.62,4466.3,2381.32
6406,432,2023-01-08,5944.96,3788.91,2156.05
6407,432,2023-02-05,7051.49,5164.31,1887.18
6408,432,2023-03-17,5736.05,3523.86,2212.19
6409,432,2023-04-03,7630.45,4501.5,3128.95
6410,432,2023-05-12,6502.19,4880.77,1621.42
6411,432,2023-06-02,7697.35,6622.75,1074.6
6412,432,2023-07-14,5863.71,3595.44,2268.27
6413,432,2023-08-04,5822.78,4044.28,1778.5
6414,432,2023-09-11,7703.39,5981.34,1722.05
6415,432,2023-10-17,6839.36,6082.2,757.16
6416,432,2023-11-15,6379.84,5092.26,1287.58
6417,432,2023-11-27,6319.36,3634.76,2684.6
6418,432,2024-01-08,7529.22,4173.05,3356.17
6419,432,2024-01-29,5878.36,3973.15,1905.21
6420,432,2024-03-05,7653.41,5112.84,2540.57
6421,432,2024-04-11,6485.18,3617.79,2867.39
6422,432,2024-05-11,5814.82,3444.77,2370.05
6423,432,2024-06-06,6336.82,4654.85,1681.97
6424,432,2024-07-11,6787.09,4875.6,1911.49
6425,432,2024-07-31,5561.83,3758.47,1803.36
6426,433,2023-03-23,38964.12,22724.9,16239.22
6427,433,2023-04-25,37983.24,19347.47,18635.77
6428,433,2023-06-03,38559.72,27828.07,10731.65
6429,433,2023-07-05,38435.92,20464.03,17971.89
6430,433,2023-07-22,47692.75,25716.91,21975.84
6431,434,2024-09-04,5254.91,3434.25,1820.66
6432,434,2024-09-23,6200.97,4465.68,1735.29
6433,434,2024-10-28,5650.7,4848.35,802.35
6434,434,2024-11-25,4453.87,3772.67,681.2
6435,434,2025-01-02,5838.48,5127.6,710.88
6436,434,2025-01-22,4477.05,4008.55,468.5
6437,434,2025-02-22,5232.32,3328.76,1903.56
6438,434,2025-03-18,4472.95,3817.34,655.61
6439,434,2025-04-24,5256.03,3657.89,1598.14
6440,434,2025-05-22,5826.75,4302.59,1524.16
6441,434,2025-07-05,6075.63,3056.96,3018.67
6442,435,2021-06-23,4066.85,2192.83,1874.02
6443,435,2021-07-25,4201.76,3352.31,849.45
6444,435,2021-09-02,5153.98,3926.92,1227.06
6445,435,2021-09-29,5042.18,3752.99,1289.19
6446,435,2021-10-25,4745.37,2465.06,2280.31
6447,435,2021-12-02,4498.34,3286.35,1211.99
6448,435,2021-12-25,5230.09,2670.84,2559.25
6449,435,2022-01-30,4452.06,2596.85,1855.21
6450,435,2022-02-21,4894.37,4034.24,860.13
6451,435,2022-03-14,4690.85,2538.0,2152.85
6452,435,2022-05-02,4488.05,3348.22,1139.83
6453,435,2022-05-25,3816.71,2122.33,1694.38
6454,436,2017-02-19,1053.84,534.04,519.8
6455,436,2017-03-13,1287.36,726.46,560.9
6456,436,2017-04-20,1089.7,609.94,479.76
6457,436,2017-05-09,1153.15,845.08,308.07
6458,436,2017-06-26,1065.13,747.7,317.43
6459,436,2017-07-10,1203.18,636.86,566.32
6460,436,2017-08-20,936.73,795.87,140.86
6461,436,2017-09-11,910.99,716.99,194.0
6462,436,2017-10-20,1142.41,778.08,364.33
6463,436,2017-11-23,1046.73,936.13,110.6
6464,436,2017-12-17,926.7,685.76,240.94
6465,436,2018-01-07,1172.79,696.19,476.6
6466,437,2025-04-10,6977.37,5971.62,1005.75
6467,437,2025-05-26,8662.92,5686.22,2976.7
6468,437,2025-06-08,8340.61,4582.45,3758.16
6469,437,2025-07-14,8087.42,6719.71,1367.71
6470,438,2023-09-01,4669.91,2529.41,2140.5
6471,438,2023-10-03,5071.51,3957.09,1114.42
6472,438,2023-11-02,5060.15,2550.85,2509.3
6473,438,2023-12-14,4480.38,3494.63,985.75
6474,438,2023-12-31,4701.46,3132.36,1569.1
6475,438,2024-01-27,5556.24,3726.92,1829.32
6476,438,2024-03-05,5784.61,4077.54,1707.07
6477,438,2024-04-04,4192.28,2178.12,2014.16
6478,439,2025-07-04,8277.76,6226.64,2051.12
6479,440,2024-10-11,9956.16,8910.79,1045.37
6480,440,2024-11-08,9106.21,5993.53,3112.68
6481,440,2024-12-21,12850.67,10476.6,2374.07
6482,440,2025-01-21,9694.73,7483.74,2210.99
6483,440,2025-02-11,12599.59,9346.95,3252.64
6484,440,2025-03-15,11384.48,9345.21,2039.27
6485,440,2025-04-15,11322.45,7899.44,3423.01
6486,440,2025-05-12,10896.83,6400.62,4496.21
6487,440,2025-06-06,10671.76,9122.64,1549.12
6488,440,2025-07-12,12444.72,9514.75,2929.97
6489,441,2023-03-18,2768.28,2193.34,574.94
6490,441,2023-04-11,2321.79,1560.23,761.56
6491,441,2023-05-20,2843.18,1791.51,1051.67
6492,441,2023-06-14,2548.9,1298.35,1250.55
6493,441,2023-07-18,2987.73,2530.71,457.02
6494,441,2023-08-19,2041.87,1190.5,851.37
6495,441,2023-09-18,2943.57,2020.08,923.49
6496,441,2023-10-10,2163.3,1470.13,693.17
6497,441,2023-11-11,2655.76,2050.43,605.33
6498,442,2022-04-30,365.8,194.95,170.85
6499,442,2022-05-22,342.78,257.66,85.12
6500,442,2022-06-15,453.52,381.08,72.44
6501,442,2022-08-02,454.02,360.34,93.68
6502,442,2022-08-19,376.32,324.4,51.92
6503,442,2022-09-28,374.31,319.03,55.28
6504,442,2022-10-23,384.39,288.75,95.64
6505,442,2022-11-30,348.71,246.64,102.07
6506,442,2022-12-30,327.65,207.75,119.9
6507,442,2023-01-23,403.08,239.12,163.96
6508,442,2023-02-13,411.2,256.42,154.78
6509,442,2023-03-18,363.4,245.59,117.81
6510,443,2022-02-04,749.62,397.06,352.56
6511,443,2022-03-03,983.04,724.52,258.52
6512,443,2022-03-30,1035.45,521.21,514.24
6513,443,2022-04-29,724.82,623.26,101.56
6514,443,2022-06-05,937.71,609.9,327.81
6515,443,2022-07-07,734.51,610.64,123.87
6516,443,2022-08-03,788.15,693.68,94.47
6517,443,2022-08-31,868.53,609.86,258.67
6518,443,2022-10-06,817.69,719.65,98.04
6519,443,2022-10-27,892.44,762.15,130.29
6520,443,2022-11-28,719.42,578.19,141.23
6521,443,2023-01-10,1052.99,886.52,166.47
6522,443,2023-02-01,794.45,658.28,136.17
6523,443,2023-03-07,1015.67,888.41,127.26
6524,443,2023-04-08,781.82,514.65,267.17
6525,443,2023-04-28,955.98,721.28,234.7
6526,443,2023-05-31,758.26,462.86,295.4
6527,443,2023-07-02,1030.62,724.2,306.42
6528,443,2023-07-21,1030.68,676.71,353.97
6529,444,2022-06-23,5055.8,4164.13,891.67
6530,444,2022-07-28,5454.97,4043.51,1411.46
6531,444,2022-08-16,5746.41,3796.3,1950.11
6532,444,2022-09-14,5011.95,4106.88,905.07
6533,444,2022-10-19,5083.13,3236.09,1847.04
6534,444,2022-11-11,5316.75,3574.41,1742.34
6535,444,2022-12-21,4505.55,3921.78,583.77
6536,444,2023-01-18,4432.87,2217.42,2215.45
6537,444,2023-02-09,5579.15,3091.63,2487.52
6538,444,2023-03-15,5855.25,4368.52,1486.73
6539,444,2023-04-12,6395.76,3438.0,2957.76
6540,444,2023-05-14,4643.39,2480.85,2162.54
6541,444,2023-06-08,4678.66,3462.43,1216.23
6542,445,2024-03-02,30453.02,24290.31,6162.71
6543,445,2024-03-29,37270.36,31816.1,5454.26
6544,445,2024-04-20,33692.22,18916.4,14775.82
6545,445,2024-05-17,40639.44,20838.01,19801.43
6546,445,2024-06-30,34851.39,28893.35,5958.04
6547,445,2024-07-19,32595.36,21985.44,10609.92
6548,445,2024-08-29,31780.77,17845.18,13935.59
6549,445,2024-09-28,35283.81,20426.67,14857.14
6550,445,2024-10-21,39844.42,30477.72,9366.7
6551,445,2024-11-26,44246.85,23733.73,20513.12
6552,445,2024-12-21,39703.15,30420.53,9282.62
6553,445,2025-01-24,36428.86,20447.99,15980.87
6554,445,2025-02-14,36368.87,29388.6,6980.27
6555,445,2025-04-02,31733.99,28549.92,3184.07
6556,445,2025-05-01,36082.88,27515.1,8567.78
6557,445,2025-05-30,37219.29,28258.87,8960.42
6558,445,2025-06-23,32657.44,19752.75,12904.69
6559,446,2020-06-06,5743.83,4477.76,1266.07
6560,446,2020-07-22,5445.61,3407.58,2038.03
6561,446,2020-08-16,6646.7,3612.19,3034.51
6562,446,2020-09-07,6014.28,4078.34,1935.94
6563,446,2020-10-21,4683.85,3327.87,1355.98
6564,446,2020-11-06,5737.85,3398.71,2339.14
6565,446,2020-12-12,5640.31,4926.24,714.07
6566,446,2021-01-02,6459.47,5733.25,726.22
6567,446,2021-02-03,5111.84,3548.08,1563.76
6568,446,2021-03-04,5713.2,4310.77,1402.43
6569,446,2021-04-10,6139.46,4698.92,1440.54
6570,446,2021-05-19,4829.62,2655.38,2174.24
6571,446,2021-06-16,4743.32,2758.36,1984.96
6572,446,2021-07-04,6233.8,4066.19,2167.61
6573,446,2021-08-18,5411.34,3614.85,1796.49
6574,446,2021-09-12,5074.1,3887.72,1186.38
6575,446,2021-10-03,6126.35,5136.86,989.49
6576,446,2021-11-13,4780.94,2610.06,2170.88
6577,446,2021-12-13,6526.97,4583.58,1943.39
6578,446,2022-01-05,6207.37,5091.87,1115.5
6579,447,2019-07-31,2241.95,1161.49,1080.46
6580,447,2019-08-25,2134.27,1325.76,808.51
6581,447,2019-09-22,2722.51,2234.31,488.2
6582,447,2019-10-25,2817.8,2084.09,733.71
6583,447,2019-11-28,2251.4,1691.14,560.26
6584,447,2019-12-23,2696.05,2093.47,602.58
6585,447,2020-01-21,2151.71,1491.53,660.18
6586,447,2020-02-14,2362.5,1596.2,766.3
6587,448,2025-03-14,4454.71,2876.0,1578.71
6588,448,2025-04-13,5549.3,4983.81,565.49
